屏开 晴日 春风 绿苔	崖悬百尺古|面削一屏开|晴日流丹草|春风长绿苔
杳 采莲 数声 秋波	数声采莲歌|秋波杳如海|不遇种莲人|安得莲堪采
飞空 寻 刘郎 士	五百逋逃士|刘郎不放心|教醒阿罗汉|飞空无处寻
玉皇 亲见 天近 步	目炫五光开|云蒸步起雷|不知天近远|亲见玉皇来
钱 富 黄金 谁云	吾圃岂不富|黄金无数钱|谁云何用好|霜里白鲜鲜
瓣香 双林 炉峰 庐阜	庐阜双林寺|炉峰几瓣香|日烘烟袅紫|敬为白公堂
溪水 碧 还住 含情	三日去还住|一生焉再游|含情碧溪水|重上粲公楼
捲帘 竹枝 春风 美人	晴雪禁梅蕊|春风袅竹枝|美人应失笑|记得捲帘时
艾 撷 验 群芳	采秀撷群芳|争储百药良|太医初荐艾|庶草验蕃昌
入 用 好 南朝	南朝汉儿好|一一用交鎗|短兵入弓矢|我尽失所长
秋风 惊起 白石 沙头	八月桂花寒|秋风满西涧|拾薪煮白石|惊起沙头雁
乐 号 心 半	师孔号乐庵|此庵有何乐|若了寻常心|心庵半忘却
春秋 驱 昼夜 日轮	人间百春秋|天上一昼夜|六丁驱日轮|长过咸池下
开船 仗 风 匪	杯珓吉难同|开船得转风|无云仗神道|人厄匪天穷
刘 保 东山 口	老退保馀生|不愧身与口|大似刘真长|东山亦何有
寒云 疏帘 鸟飞 花影	疏帘未受风|半榻寒云拥|细梦不能明|鸟飞花影动
梦回 深省 客舟 霜飞	声动霜飞华|声沈月低影|客舟将梦回|闻时发深省
泪 居 起 嫔虞	纹竹起嫔虞|因怀二女居|君泪夫人泪|思欤抑怨欤
惟 江山 外 积翠	琴跻积翠外|𫄨结穹隆间|轩槛最佳处|四顾惟江山
白日 杳杳 广陵 天半	飞楼跨四松|杳杳拂云汉|白日广陵涛|飘萧起天半
地 名节 翩翩 人将	有一范仲淹|人将重名节|马上地曹郎|翩翩起吾粤
阙 孤峰 圆缺 圆	昨吐光不阙|今吐遽非圆|圆缺看多少|孤峰只宛然
世情 春色 萧条 骀荡	骀荡还春色|萧条亦世情|不然三径里|岂爱蒋元卿
悠悠 蹉跎 行迈 白首	身戴君亲德|何能一粟酬|蹉跎今白首|行迈尚悠悠
北风 扪虱 山僧 东林	夜投东林寺|北风雪大作|扪虱对山僧|衲衣不堪着
变 化雨 儒风 人才	全郡人才盛|先生实有功|十年遗化雨|千里变儒风
朦胧 好看 分明 世事	雪月是花非|但觉夜成旦|世事忌分明|朦胧差好看
河桥 渺渺 烟波 明月	扬舲向荆楚|渺渺烟波涛|河桥挥手后|酒醒明月高
东林 入山 行迹 初日	东林初日上|群壑开霁色|樵夫先入山|霜草见行迹
集 休 醉倒 宜	香客忽破鼻|从事宜到脐|忧端集无所|醉倒休扶携
水中 寒潭 明月 狂	水中明月轮|可玩不可觅|狝猴徒自狂|触破寒潭碧
果 烂 高林 园	馈我高林杏|开函烂如火|安得秪树园|从公问真果
巑岏 风雨 子 闻	已是巑岏削|况兼风雨闻|长嫌二三子|垂足二分云
灯火 秋雨 黄昏 客路	客路方投辔|邮亭独掩门|无人共灯火|秋雨更黄昏
未成 片云 日夜 东西	山影东西合|川声日夜流|片云还作雨|九月未成秋
白头 宫花 寂寞 寥落	寥落古行宫|宫花寂寞红|白头宫女在|闲坐说玄宗
秋霜 花下 荷叶 芙蓉	荷叶纫为佩|芙蓉缉作裳|妾心花下藕|节节是秋霜
书 子 清波 古书	清波漾蛙子|古书形似之|可惜书废久|时人无能知
布衣 春雨 萧萧 落日	落日采薇归|萧萧两布衣|尔来人采少|春雨长顽肥
隔山 掩关 小溪 野烧	河戍寒依浦|村氓昼掩关|隔山明野烧|云是小溪蛮
宝剑 风雨 双龙 悲鸣	匣中有宝剑|风雨夜悲鸣|双龙君但识|会见起丰城
满襟 甘露 吾师 马足	马足早尘深|飘缨又满襟|吾师有甘露|为洗此时心
寒 夜月 醉 嫩	禁琐天浆嫩|虞行夜月寒|一瓢那可醉|应遣试尝看
琉璃 玉山 水晶 伊人	劈荔水晶洁|折藕琉璃松|况复怀伊人|玉山坐松风
谁识 贮 归 谋	谁识归奇意|专为禦患谋|将寒储纩絮|未暮贮膏油
风尘 闻道 流沙 昆仑	闻道昆仑北|风尘避仆洼|至今悲汉节|不合度流沙
雷霆 倾 洞庭 涨	转地倾荆水|连天涨洞庭|势疑吞郡邑|怒欲辟雷霆
乡国 驿路 河流 悬	驿路南通越|河流北到燕|今朝望乡国|并觉两情悬
青城 日日 黄庭 祥云	青城老洞翁|名籍丹台上|日日诵黄庭|感得祥云降
熟 渴 归 皴	夏肤粗已皴|秋蒂熟将脱|不辞抱蔓归|聊慰相如渴
兰亭 迹 洗 空留	千载兰亭迹|空留砚石存|时来洗残墨|付与细鳞吞
分符 水畔 潮回 波	水畔幡竿险|分符得异恩|潮回波似镜|聊以寄君身
雨晴 恋 黄鸟 看花	雨晴原草新|黄鸟恋行尘|年少看花伴|如今有几人
玉局 黄金 春风 沈香	莫进黄金簟|新除玉局床|春风送庭燎|不复用沈香
妙 丹青 变态 画工	奋髯欲何为|戢翼应有待|画工妙丹青|物状从变态
秋高 天宇 月照 迤逦	迤逦石坛西|扶筇任幽讨|秋高天宇清|月照金光草
明明 江 仙人 山骨	鬼斧穿山骨|明明透一窗|仙人时举武|壁立下窥江
云飞 岘山 回首 关人	江曲全萦楚|云飞半自秦|岘山回首望|如别故关人
江湖 白鸥 回头 寒雨	舣艇白鸥边|寒雨敲青箬|骇浪不回头|方识江湖乐
鸳鸯 双双 脉脉 春水	墙外见鸳鸯|双双春水塘|归来情脉脉|无绪理残妆
山深 溪流 鸟声 云影	林密鸟声柔|山深云影浮|若人爱清致|扫石对溪流
求 结 富贵 织锦	但保同心结|无劳织锦诗|苏秦求富贵|自有一回时
山横 江边 郭外 消忧	郭外山横阁|江边水照楼|粗官无暇日|何以得消忧
明月 人烟 鱼跃 清江	山村断人烟|明月低未落|独坐望清江|夜静闻鱼跃
空斋 新年 儿童 老病	老病忘时节|空斋晓尚眠|儿童唤翁起|今日是新年
明光 扬鞭 鞍马 青袍	紫辔银鞍马|青袍白面郎|扬鞭万里去|谒帝入明光
芳树 满 色 春风	杂花满芳树|四时不改色|有酒须尽欢|春风应可惜
梅花 晚风 妍 深树	自入春来早|梅花处处妍|几家深树里|只怕晚风颠
供 书窗 诗笔 茶鼎	书窗辉竹简|诗笔冻松煤|煎煮供茶鼎|收藏厕酒罍
南亩 草 净 费	南亩种豆苗|苗稀草犹胜|农人费锄耘|凶秽何不净
瞻 接 清真 眉宇	秀润瞻眉宇|清真接话言|端能愈吾疾|已觉意超然
纨扇 秋风 蟋蟀 梧桐	蟋蟀鸣玉阶|梧桐落金井|纨扇本生凉|错恨秋风冷
汉江 大堤 女儿 襄阳	襄阳众女儿|齐唱大堤曲|假令欢不欢|屈使汉江绿
系 士女 春声 农桑	仓庚守候鸟|虽小系春声|最重农桑课|闲关士女情
叠嶂 大海 群山 寸心	群山虽叠嶂|大海暗来通|气类倘相应|寸心千里同
昏 双眼 中原 留取	至宝应难别|波斯双眼昏|何如放下手|留取镇中原
好风 露华 入帘 天边	草际露华白|天边云浪开|好风何处起|和月入帘来
欲识 花光 黄 酒色	花光浮剪胜|酒色动雕觞|欲识邦侯喜|眉间照席黄
桥横 飞盖 西郊 结茅	桥横桑下涧|望处极西郊|有客同飞盖|何人伴结茅
问 中庭 溪 屏	堂前九折溪|堂后百仞屏|客来问仁智|相与坐中庭
北风 穷秋 柳 南溟	庭摇北风柳|院绕南溟禽|累宿恩方重|穷秋叹不深
化作 人文 文星 吴中	奎壁两文星|化作吴中石|千古焕人文|精英射天碧
湘水 画屏 霜林 美人	山果缀丹实|霜林开画屏|美人湘水上|谁与拾秋馨
宰官	大定非关隐|魂清自可人|而今应度者|不是宰官身
眠 寿阳 巧 淡妆	新样巧翻腾|淡妆尤出俗|说与莫轻飞|寿阳眠正熟
月色 人心 钟 罗衣	月色照罗衣|永夜不得寐|莫打五更钟|打得人心碎
扶杖 旧路 春风 猿鹤	旧路石冈僻|新堂松坞深|春风猿鹤侣|扶杖远相寻
高飞 下 林表 羞	翩然下林表|不惮风湍恶|得隽辄高飞|为君羞击搏
花心 春色 欲断 红衣	绿艳闲且静|红衣浅复深|花心愁欲断|春色岂知心
蔼蔼 徘徊 春风 采芳	蔼蔼青莎道|荔园三月开|陶然采芳去|春风暮徘徊
经春 飞飞 近人 芳草	故宫芳草色|寂莫几经春|草上双胡蝶|飞飞来近人
孤绝 仙家 舟楫 高低	孤绝池心屿|高低水面花|若无舟楫到|应似隔仙家
小艇 僧 瘦藤 叶	小艇轻于叶|行囊上瘦藤|载花船尾窄|只有附舟僧
寂寥 风度 韶光 花影	花影随日移|鸟声逐风度|索居元寂寥|祇恐韶光暮
抬头 荡荡 门户 风雷	蹋断千差路|泼天门户开|抬头空荡荡|脚下起风雷
衰草 辇路 荒台 空悬	辇路馀衰草|荒台千古留|空悬汉时月|不见汉时秋
溪水 云出 作霖 阁下	阁前三面山|阁下一溪水|云出戏作霖|却归宿檐里
清景 棋声 仙人 松下	松下两仙人|棋声日敲击|不愁清景移|愁它杀机发
带 琵琶 汉 山花	山女带山花|狂夫未著家|蛮歌君莫笑|曾入汉琵琶
知名 春深 老僧 寂寞	寂寞庵前草|春深鹿自耕|老僧垂白发|山下不知名
点缀 红芳 细雨 疏花	疏花明委巷|细雨得今晨|点缀非无意|红芳不是春
解衣 红妆 花气 夜分	花气无不薰|偏与红妆娆|夜分乍解衣|宛是收香鸟
难 学道 轻 吾心	良医难治病|学道不能行|疟疾何须患|吾心病未轻
洛阳 杨柳 春风 陌头	马上相逢处|春风在洛阳|陌头杨柳色|一一断人肠
悠悠 啼鸟 山城 客路	耳畔闻啼鸟|悠悠客路情|山城春共远|花发不知名
林风 溅 残 吹	杏实甘于酪|丹浆溅齿寒|林风吹果坠|早已鸟衔残
浮云 北辰 楼 望	上上仰圣楼|举手望北辰|目短意苦长|咄咄多浮云
主人 水光 终日 山色	山色堆蓝重|水光拖练寒|主人看不足|终日凭栏干
点点 月落 西风 半夜	月落西风急|秋萤点点流|却疑江上女|半夜弄珠游
数 诘 众星 月	子心月其明|子术星之数|为月诘众星|不知何以故
虎迹 游仙 危磴 道旁	盘云陟危磴|十步五回坐|道旁无虎迹|曾有游仙过
官满 山 匹马 诗卷	官满无南物|飘然匹马还|惟应诗卷里|偷画桂州山
独酌 酒杯 蔷薇 花阴	独酌蔷薇下|花阴乱午风|有时残露滴|刚著酒杯中
父兄	太守今元结|论交四十年|汝行勿前却|如在父兄边
瀑布 风色 月出 猿啼	僧阁暮钟静|夏凉风色幽|月出照瀑布|猿啼西涧流
流水 行云 道人 踪	行云无定踪|流水向何处|中有得道人|无来亦无去
天下 功 初出 谁识	肤寸云初出|须臾满太空|只知天下雨|谁识是龙功
金甲 琼筵 山川 舞	野幕敞琼筵|羌戎贺劳旋|醉和金甲舞|雷鼓动山川
思归 日暮 欲下 知君	旅行虽别路|日暮各思归|欲下今朝泪|知君亦湿衣
问 载 区中 江海	区中多畏涂|蹙蹙靡年载|方尔相呴濡|悠然问江海
海门 机事 平 潮声	只道潮声落|潮来复有声|何当机事息|暂遣海门平
鸱夷 日暮 扁舟 渔翁	扁舟两渔翁|清唱发日暮|安得如鸱夷|相与五湖去
天地 河汉 西流 欲	天地有逆顺|惘然难久留|当歌欲一放|河汉声西流
白鹤 重重 青松 终日	松外见白鹤|鹤外见青松|小轩终日坐|清气落重重
县 鲁 水涯 弦诵	千载武城县|依然鲁水涯|民生如不遂|弦诵亦何为
篱下 霜花 寂寂 禅房	寂寂禅房静|霜花点石台|故山篱下菊|未识向谁开
数行 霭霭 琅琅 音	霭霭龙旗色|琅琅木铎音|数行宽大诏|四海发生心
功 暮 引 舟子	舟子引百丈|日行滩几重|登饭暮相向|竞说挽舟功
幽人 拄杖 青山 看花	云涌青山动|桥横碧涧斜|幽人无俗事|拄杖去看花
苍苍 投老 沾衣 朝晖	神阙澹朝晖|苍苍露未晞|龙车不可望|投老涕沾衣
心境 净 就 裁诗	听雪裁诗就|诗将雪共清|不缘心境净|那解听无声
经雨 云物 霜叶 深秋	深秋云物冷|经雨斗添寒|尽日缘情坐|霜叶易燋乾
写 著意 草玄 谁将	误墨虽藏白|飞埃欲敛昏|谁将草玄手|著意写前村
莲叶 别离 花落 莲子	鱼戏莲叶北|花落莲子生|早知莲菂苦|不有别离情
云外 片帆 独倚 错认	郎去妾心愁|朝来独倚楼|片帆云外至|错认是郎舟
降 观 损 荣华	嗜欲损为益|荣华降是升|圆图观起处|生意伏阴凝
澄波 嫦娥 秋夜 荡漾	秋夜净无云|嫦娥展孤镜|灏气浸澄波|荡漾光还定
山月 楼 夜半 望	夜半龟山月|能开万顷秋|试从开处望|照公湖上楼
客 攻 贤 蔡京	无尽颇纵横|晚方攻蔡京|犹称贤宰相|应为客先生
陇头 君 剑 枝	欲赠徐君剑|挂向陇头枝|陇水自东逝|我悲君不知
中人 枝叶 春深 香气	岁老枝叶简|春深香气新|可怜湖上桧|曾识井中人
成 想 茫茫 未除	茫茫三界中|何处不自在|情存想未除|转侧成拘碍
开门 断绝 茅茨 满山	夜深寒妥帖|前村人断绝|何许小茅茨|开门满山雪
白璧 隐 长虹 石	我有昆吾剑|不将持试石|白璧隐荆山|剖出长虹色
隔 汲水 住 东西	汲水向前溪|空瓶侬自提|郎家溪上住|只是隔东西
御史 司空 姓氏 贵	姓氏司空贵|官班御史卑|老夫如且在|不用叹屯奇
双栖 绿 极 持赠	持赠绿金蝉|为卿钗上饰|双栖朱槿中|相媚情何极
久 下 云 满天	盛夏久不雨|满天下愁苦|安得一片云|救取人间否
危栏 悄悄 试 空翠	危栏试睡听|空翠如何把|悄悄忧世心|临风一倾泻
水月 湖光 长怀 别墅	水月非无主|长怀别墅秋|湖光一万顷|端为此翁留
开花 岑寂 人 昨日	蜀葵生庭间|甚为人所惜|昨日始开花|今朝已岑寂
墨妙 逃禅 光 枝头	冰蕤开雪颖|墨妙发孤香|不袭逃禅印|枝头有异光
青史 宦辙 他年 大书	宦辙三名邦|休声殊未已|大书又特书|他年问青史
开 徘徊 篱落 殷勤	无日不相访|殷勤直到开|一从栽种后|篱落几徘徊
风 秋水 列 彻	昔者列禦寇|泠然禦其风|方诸彻秋水|乃今见犹龙
画 秋水 远山 潆洄	远山眉绰约|秋水睫潆洄|好觅张郎画|无烦魏帝催
野禽 水际 画图 倒	水际柔枝倒|霜前晚穗红|野禽来泊此|浑是画图中
英雄 想 传闻 镇	因过朱仙镇|英雄想岳王|传闻耕地者|曾见绿沉枪
独对 夕阳 闲门 秋草	䗖蝀莫敢指|朝隮不可攀|闲门闭秋草|独对夕阳山
远人 裁 寒衣 寄书	塞上知无煖|寒衣六月裁|寄书重拆看|莫使远人猜
鸳鸯 列 远 疏枝	疏枝分异蕊|孤干列鸳鸯|应知为赠远|异样缀清装
宇宙 清平 麟凤 狡狯	宇宙同胞里|身居太一家|清平有麟凤|狡狯起猱蛇
愿 弟兄 避 父母	鼎镬皆知避|何心愿代烹|恐伤父母意|不独弟兄情
东京 玉堂 卧病 青藜	东京崔子玉|卧病隔清漳|天上青藜烛|何人白玉堂
江村 月落 孤吟 月明	月明浑似雪|树老数枝倾|月落江村黑|孤吟意不平
花坞 人境 怪石 寥寥	怪石眠芳藓|危桥傍草亭|寥寥人境外|花坞带春星
桥 归舟 山色 屋	水口桥堪度|林间屋尚留|秋来山色好|相对有归舟
黄鸟 搔头 丽人 欲流	黄鸟小囱幽|狂挥墨欲流|丽人鸦髻上|五寸玉搔头
黄河 冠盖 日夜 红日	帝乡红日近|冠盖白云游|心似黄河水|朝宗日夜流
城市 小轩 送迎 子	所居远城市|已绝送迎烦|赖有隔桥子|时来过小轩
溪水 持杯 溅溅 桃花	桃花开已繁|溪水溅溅去|不见持杯人|自叹来何暮
夕阳 回首 渡口 行人	雪洗烧痕尽|春将碧色来|行人莫回首|渡口夕阳催
大 撒手 崎岖 本	赋性本颛蒙|崎岖一线通|万缘随分了|撒手大从容
天地 修 圣贤 气	天地囿于气|圣贤修此心|范围非有许|生聚尚斯今
惜 知 雨 残春	菊开犹阻雨|蝶意切于人|亦应知暮节|不比惜残春
天伦 休论 兄弟 气	生来同一气|兄弟是天伦|祇要长和睦|休论富与贫
顽 山 狱 还	度朔山尤远|酆都狱甚宽|傩驱顽不去|愈送瞥然还
平林 斜 茅屋 头路	横石冈头路|人疲日又斜|平林茅屋近|有店即为家
山窗 月下 琴 竹	涧户风前竹|山窗月下琴|唯馀两□□|应尽百年心
语 鼋鼍 浴 仙人	九日浴枝下|上枝耀若许|鼋鼍不作梁|莫共仙人语
愁心 种 半亩 红豆	无处散愁心|庭前无半亩|如何不种萱|偏偏种红豆
旧梦 溪云 滴沥 梦惊	旧梦巳不续|无如新梦惊|溪云沾竹尾|滴沥过三更
锄 下 夜 南山	和露锄豆苗|不觉日又夜|飘然从何来|定在南山下
危楼 楼头 夕阳 紫烟	背廓危楼起|楼头生紫烟|夕阳频眺望|知有葛洪仙
朝天 荷 浑 美名	长柯浑直上|茂叶不横生|缟夜心倾藿|朝天荷美名
豪 饥肠 成 热恼	狂与豪倾酒|饥肠共索诗|为梅成热恼|除是把□医
策杖 水流 鸟声 山空	策杖南涧边|菖蒲如绿发|石乱水流分|山空鸟声歇
表 俭 原 南阳	所当约于已|岂忍俭其先|道立南阳表|人呼原氏阡
乐 理 多 颜子	古今惟一理|贤否自殊科|颜子乐无闷|吾何悔吝多
夹攻 弹指 颜发 棒喝	弹指七十年|颜发遽如此|棒喝夹攻之|碓磨备尝矣
手植 青青 寒色 桃李	森然桃李阴|当春皆手植|更求青青枝|要见岁寒色
平湖 日暮 盘石 楼船	平湖开一镜|日暮繫楼船|酒似移盘石|歌疑唱采莲
浮世 欲作 仙人 凌云	仙人立危峰|欲作凌云举|飘然阅浮世|独立寂无语
诗 酒 谁 弹琴	鸣鼓人皆可|弹琴今复谁|尽赊王媪酒|休赋大苏诗
月 空照 草堂 南山	一别南山后|于今已十年|相应东岭月|空照草堂前
手种 过客 居人 盈盈	手种春杨柳|盈盈绿满堤|居人不自觉|过客竟须迷
抱膝 读书 小窗 纷纷	抱膝小窗深|读书空谷响|一笑有会心|纷纷自雄长
红尘 旧 老我 喜	红尘旧老我|青秧新插为|宁幸田畯喜|何能属车鸱
悠悠 南山 平沙 积雨	积雨晦空曲|平沙灭浮彩|辋水去悠悠|南山复何在
月殿 倚栏 清啸 干	木老岩坰冷|泉飞月殿寒|栖真无一事|清啸倚栏干
春色 梅开 人日 喜见	入春巳人日|春色未曾来|南轩曝晴旭|喜见早梅开
竹树 松花 徘徊 诗人	竹树庭前雪|松花瓮面春|徘徊今夜月|应是为诗人
药苗 白云 石径 谷口	为访林栖叟|何妨石径长|白云生谷口|处处药苗香
知 肥 妃子 态	一种秾纤态|三郎未必知|浪将妃子比|妃子太浓肥
开国 株 户 笺天	开国何其忝|笺天未必俞|缴还三百户|换赐一千株
林下 悠悠 焚香 寂寂	悠悠白云里|独住青山客|林下昼焚香|桂花同寂寂
江流 长江 愁人 秋风	愁人数行泪|不许秋风吹|吹入长江里|江流无尽时
双眼 面 深谷 窥	双眼如深谷|颧峰为高岸|抚镜不欲窥|自怪非吾面
剪 闲 烂醉 遣	嫩韭犹堪剪|新醪不用沽|且须闲一日|烂醉遣儿扶
空谷 流水 高山 知音	幽兰在空谷|托根竹木林|高山与流水|何患无知音
